,name,description,short_name,id
1406,Energía limitada con derechos de cobro por restricciones en tiempo real a bajar,<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. </p><p>Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía limitada con obligaciones de pago por restricciones en tiempo real a bajar.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.</p>,Restricciones TR Bajar,1726
1407,Precio de referencia en Mercado Intradiario Continuo,"<p>Precio de referencia del Mercado Intradiario Continuo europeo en el &aacute;rea espa&ntilde;ola calculado como la media ponderada para cada hora, en &euro;/MWh, de todas las transacciones realizadas en el Mercado Intradiario Continuo en los que interviene una compra o una venta del &aacute;rea de mercado espa&ntilde;ola.</p>

<p>El desglose de este indicador detalla el precio de referencia en cada una de las rondas del mercado intradiario continuo en el polo espa&ntilde;ol.</p>

<p>La fuente de la informaci&oacute;n que proporciona esta dato es el Operador del Mercado Ib&eacute;rico, Polo Espa&ntilde;ol (OMIE).</p>

<p><b>Publicaci&oacute;n:</b> diariamente a las 5:00 con la informaci&oacute;n del d&iacute;a D-1.</p>
",Precio MIC,1727
1408,Precio de la energía excedentaria del autoconsumo para el mecanismo de compensación simplificada (PVPC),"<p>Precio horario de la energ&iacute;a excedentaria vertida a la red por las instalaciones de generaci&oacute;n de los consumidores que dispongan de un contrato de suministro al PVPC (Precio Voluntario para el Peque&ntilde;o Consumidor) con una comercializadora de referencia, y est&eacute;n acogidos al mecanismo de compensaci&oacute;n simplificada definido en el art&iacute;culo 14 del Real Decreto 244/2019, de 5 de abril.</p>

<p>La energ&iacute;a horaria excedentaria se valora al precio medio horario, Pmh (definido en el art&iacute;culo 10, Real Decreto 216/2014, de 28 de marzo) obtenido a partir de los resultados del mercado diario e intradiario en la hora h, menos el coste de los desv&iacute;os CDSVh (definido en el art&iacute;culo 11, Real Decreto 216/2014, de 28 de marzo). No incluye impuestos.</p>

<p>La energ&iacute;a horaria excedentaria de los consumidores acogidos al mecanismo de compensaci&oacute;n simplificada est&aacute; exenta de satisfacer los peajes de acceso establecidos en el Real Decreto 1544/2011, de 31 de octubre.</p>

<p>Los precios horarios son los mismos para todo el territorio espa&ntilde;ol independientemente de la zona horaria.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 20:20 horas con la informaci&oacute;n del d&iacute;a D+1.</p>
",Precio de la energía excedentaria,1739
1409,Demanda Real SNP,"<p>Es el valor real de la demanda de energ&iacute;a el&eacute;ctrica medida en tiempo real de los sistemas no peninsulares.</p>

<p><b>Publicaci&oacute;n:</b> cada 10 minutos con la informaci&oacute;n de los 10 minutos anteriores.</p>
",Demanda Real SNP,1740
1410,Demanda programada SNP,"<p>Es la demanda de energía programada en los sistemas no peninsulares calculada con los programas de los grupos de generación a los que se les haya asignado suministro.</p>
<p><b>Publicación:</b> diariamente a las 0:00 horas con la información del día D y a las 13:30 horas con las tres primeras horas del día D+1. Un valor por hora.</p>",Demanda programada SNP,1741
1411,Demanda prevista SNP,"<p>Es la previsi&oacute;n de consumo de los sistemas no peninsulares que REE elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, as&iacute; como otros factores con influencia en el consumo el&eacute;ctrico como la laboralidad, la climatol&oacute;gica y la actividad econ&oacute;mica. Los valores diezminutales son representandos en forma de curva aplicando unos par&aacute;metros que parabolizan el valor constante horario.</p>

<p><b>Publicaci&oacute;n:</b> diariamente a las 0:00 horas con la informaci&oacute;n del d&iacute;a D y a las 13:30 horas con las tres primeras horas del d&iacute;a D+1. Un valor cada cinco&nbsp;minutos.</p>
",Demanda prevista SNP,1742
1412,Generación T.Real motores diésel SNP,"<p>Generación medida en tiempo real del tipo de producción motores diesel en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Motores diésel SNP,1743
1413,Generación T.Real turbina de gas SNP,"<p>Generación medida en tiempo real del tipo de producción turbina gas en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Turbina de gas SNP,1744
1414,Generación T.Real eólica SNP,"<p>Generación medida en tiempo real del tipo de producción eólica en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Eólica SNP,1745
1415,Generación T.Real ciclo combinado SNP,"<p>Generación medida en tiempo real del tipo de producción ciclo combinado en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Ciclo combinado SNP,1746
1416,Generación T.Real turbina de vapor SNP,"<p>Generación medida en tiempo real del tipo de producción turbina de vapor en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Turbina de vapor SNP,1747
1417,Generación T.Real solar fotovoltaica SNP,"<p>Generación medida en tiempo real del tipo de producción solar fotovoltaica en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Solar fotovoltaica SNP,1748
1418,Generación T.Real hidráulica SNP,"<p>Generación medida en tiempo real del tipo de producción hidráulica en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Hidráulica SNP,1749
1419,Generación T.Real carbón SNP,"<p>Generación medida en tiempo real del tipo de producción carbón en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Carbón SNP,1750
1420,Generación T.Real enlace balear SNP,"<p>Generación medida en tiempo real en el enlace Península-Baleares en el sistema Balear.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Enlace balear SNP,1751
1421,Generación T.Real otras renovables SNP,"<p>Generación medida en tiempo real del tipo de producción otras renovables en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Otras renovables SNP,1752
1422,Generación T.Real residuos SNP,"<p>Generación medida en tiempo real del tipo de producción residuos en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Residuos SNP,1753
1423,Generación T.Real generación auxiliar SNP,"<p>Generación medida en tiempo real del tipo de producción generación auxiliar en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Generación auxiliar SNP,1754
1424,Generación T.Real cogeneración SNP,"<p>Generación medida en tiempo real del tipo de producción cogeneración en los sistemas no peninsulares.</p>
<p><b>Publicación:</b> cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.</p>",Cogeneración SNP,1755
1425,Generación medida Térmica renovable,"<p>Medidas de la generación seg&uacute;n el tipo de producción utilizado.</p>

<p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Térmica renovable.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicación:</b>&nbsp;diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Térmica renovable,1756
1426,Generación medida Térmica no renovable,"<p>Medidas de la generación seg&uacute;n el tipo de producción utilizado.</p>

<p>En concreto este indicador se refiere a las medidas de generación del tipo de producción Térmica renovable.</p>

<p>Este indicador se puede desglosar por provincias.</p>

<p><b>Publicación:</b>&nbsp;diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.</p>
",Térmica no renovable,1757
1427,Previsión demanda anual,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacute;n de dichas previsiones de demanda en tres horizontes: anual, diario e intradiario.</p>

<p>Este indicador corresponde a la predicci&oacute;n de la demanda peninsular anual realizada por el Operador del Sistema en el mes de diciembre del a&ntilde;o anterior y publicada en el informe de cobertura de dicho mes.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;anualmente en el mes de diciembre para el siguiente a&ntilde;o.</p>
",Demanda anual,1774
1428,Previsión diaria D+1 demanda,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacute;n de dichas previsiones de demanda en tres horizontes: anual, diario e intradiario.</p>

<p>Este indicador corresponde a la predicci&oacute;n diaria de la demanda peninsular para el d&iacute;a siguiente, con desglose horario, publicada antes de las 11:00, una hora antes del cierre de ofertas al mercado diario (actualmente a las 12:00).</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 11:00 para D+1.</p>
",Previsión diaria D+1 demanda,1775
1429,Previsión intradiaria H+3 demanda,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacute;n de dichas previsiones de demanda en tres horizontes: anual, diario e intradiario.</p>

<p>Este indicador corresponde a la predicci&oacute;n intradiaria de la demanda peninsular, realizada tres horas antes de cada hora.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;horariamente para el d&iacute;a en curso.</p>
",Previsión intradiaria H+3 demanda,1776
1430,Previsión diaria D+1 eólica,"<p>Este indicador corresponde a la predicci&oacute;n diaria de la generaci&oacute;n peninsular e&oacute;lica para el d&iacute;a siguiente, con desglose horario, publicada antes de las 11:00, una hora antes del cierre de ofertas al mercado diario (actualmente a las 12:00).</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 11:00 para D+1.</p>
",Previsión diaria D+1 eólica,1777
1431,Previsión intradiaria H+3 eólica,"<p>Este indicador corresponde a la predicci&oacute;n intradiaria de la generaci&oacute;n peninsular e&oacute;lica, realizada tres horas antes de cada hora.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;horariamente para el d&iacute;a en curso.</p>
",Previsión intradiaria H+3 eólica,1778
1432,Previsión diaria D+1 fotovoltaica,"<p>Este indicador corresponde a la predicci&oacute;n diaria de la generaci&oacute;n peninsular fotovoltaica para el d&iacute;a siguiente, con desglose horario, publicada antes de las 11:00, una hora antes del cierre de ofertas al mercado diario (actualmente a las 12:00).</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;diariamente a las 11:00 para D+1.</p>
",Previsión diaria D+1 fotovoltaica,1779
1433,Previsión intradiaria H+3 fotovoltaica,"<p>Este indicador corresponde a la predicci&oacute;n intradiaria de la generaci&oacute;n peninsular fotovoltaica, realizada tres horas antes de cada hora.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;horariamente para el d&iacute;a en curso.</p>
",Previsión intradiaria H+3 fotovoltaica,1780
1434,Precio energías de balance RR,"<p>El proceso de activaci&oacute;n de ofertas de energ&iacute;as procedentes de reservas de sustituci&oacute;n (RR, por sus siglas en ingl&eacute;s) tiene por objeto restablecer o mantener el nivel requerido de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere al precio marginal resultante de la asignaci&oacute;n de energ&iacute;as de balance de RR en distintas zonas de oferta europeas (Espa&ntilde;a, Rep&uacute;blica Checa, Italia Norte, Portugal y Francia). Este indicador est&aacute; geo-referenciado a nivel de zona de oferta.</p>

<p>La fuente de la informaci&oacute;n que proporciona este dato es REE para los datos de la zona de oferta espa&ntilde;ola y ENTSO-E Transparency Platform para el resto de zonas de oferta.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la informaci&oacute;n disponible hasta ese momento del d&iacute;a D se tiene un precio provisional. Al d&iacute;a siguiente se actualiza la informaci&oacute;n de todo el d&iacute;a anterior ya con el cierre.</p>
",Precio Energia Balance RR,1782
1435,Asignación a subir de energías de balance RR SEE,"<p>El mecanismo de asignaci&oacute;n de energ&iacute;as de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p>

<p>La asignaci&oacute;n de energ&iacute;a de balance RR se realiza a trav&eacute;s de una plataforma de balance europea (LIBRA) en aplicaci&oacute;n del art&iacute;culo 19 del Reglamento EB.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere a las asignaciones de energ&iacute;a de balance de tipo RR a subir en la plataforma europea de RR para el Sistema El&eacute;ctrico Espa&ntilde;ol.</p>

<p><b>Publicaci&oacute;n:</b> diariamente con la informaci&oacute;n del d&iacute;a D-1 sobre las 5:00 horas.</p>
",Subir Energias Balance RR SEE,1783
1436,Asignación a bajar de energías de balance RR SEE,"<p>El mecanismo de asignaci&oacute;n de energ&iacute;as de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energ&iacute;as de recuperaci&oacute;n de la frecuencia con activaci&oacute;n manual y autom&aacute;tica (energ&iacute;as de regulaci&oacute;n secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p>

<p>La asignaci&oacute;n de energ&iacute;a de balance RR se realiza a trav&eacute;s de una plataforma de balance europea (LIBRA) en aplicaci&oacute;n del art&iacute;culo 19 del Reglamento EB.</p>

<p>Este servicio se encuentra regulado en el P.O.-3.3.</p>

<p>En concreto este indicador se refiere a las asignaciones de energ&iacute;a de balance de tipo RR a bajar en la plataforma europea de RR para el Sistema El&eacute;ctrico Espa&ntilde;ol.</p>

<p><b>Publicaci&oacute;n:</b> diariamente con la informaci&oacute;n del d&iacute;a D-1 sobre las 5:00 horas.</p>
",Bajar Energias Balance RR SEE,1784
1437,Necesidad inelástica solicitada de energías de balance RR,<p>El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema.</p><p>Este servicio se encuentra regulado en el P.O.-3.3.</p><p>En concreto este indicador se refiere a las necesidades inelásticas correspondientes a los requerimientos de energías de balance RR </p><p><b>Publicación:</b> diariamente con la información del día D-1 sobre las 5:00 horas.</p>,Inelastica solicitada Energias Balance RR,1787
1438,Requerimientos de terciaria subir,"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere los requerimientos en potencia de reserva de regulación terciaria a subir establecidos por el OS para cada uno de los periodos de programación del día siguiente.</p><p><b>Publicación:</b> diariamente con la información del día D sobre las 5:00 horas</p>",Requerimientos Terciaria subir,1788
1439,Requerimientos de terciaria bajar,"<p>La regulación terciaria es uno de los servicios de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema. Este servicio, de activación manual en un tiempo igual o inferior a 15 minutos, es gestionado por el OS mediante mecanismos del mercado y permite la restitución del uso de reserva automática de regulación secundaria. La asignación del servicio de regulación terciaria se realiza teniendo en cuenta las ofertas enviadas a tal fin por las Unidades de Programación habilitadas para la prestación de este servicio; la energía de regulación terciaria asignada será valorada al precio marginal resultante del proceso de asignación en cada período de programación.</p><p>Este servicio se encuentra regulado en el P.O. 7.3</p><p>En concreto este indicador se refiere los requerimientos en potencia de reserva de regulación terciaria a bajar establecidos por el OS para cada uno de los periodos de programación del día siguiente.</p><p><b>Publicación:</b> diariamente con la información del día D sobre las 5:00 horas</p>",Requerimientos Terciaria bajar,1789
1440,Energía asignada por restricciones técnicas diario Fase I Subir SCB,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas en Base en la Red de Transporte.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Subir SCB,1790
1441,Energía asignada por restricciones técnicas diario Fase I Bajar SCB,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas en Base en la Red de Transporte.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar SCB,1791
1442,Energía asignada por restricciones técnicas diario Fase I Subir SCA,"<p>El Proceso de soluci&oacute;n de restricciones t&eacute;cnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones t&eacute;cnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificaci&oacute;n de los programas de las Unidades de Programaci&oacute;n (Fase I) y el posterior proceso de reequilibrio generaci&oacute;n-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p>

<p>En concreto este indicador se refiere a la energ&iacute;a asignada a subir en la fase I del proceso de soluci&oacute;n de restricciones t&eacute;cnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p>

<p><b>Publicaci&oacute;n:</b> diariamente 30 minutos tras la publicaci&oacute;n del PDVP con la informaci&oacute;n del d&iacute;a D+1.</p>
",Energía asignada Subir SCA,1792
1443,Energía asignada por restricciones técnicas diario Fase I Bajar SCA,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar SCA,1793
1444,Energía asignada por restricciones técnicas diario Fase I Subir CT,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Subir CT,1794
1445,Energía asignada por restricciones técnicas diario Fase I Bajar CT,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Control de Tensión.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar CT,1795
1446,Energía asignada por restricciones técnicas diario Fase I Subir RTD,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Subir RTD,1796
1447,Energía asignada por restricciones técnicas diario Fase I Bajar RTD,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Restricciones Técnicas en la Red de Distribución.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar RTD,1797
1448,Energía asignada por restricciones técnicas diario Fase I Subir EST,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Subir EST,1798
1449,Energía asignada por restricciones técnicas diario Fase I Bajar EST,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por estabilidad.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar EST,1799
1450,Energía asignada por restricciones técnicas diario Fase I Subir Otros,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Subir Otros,1800
1451,Energía asignada por restricciones técnicas diario Fase I Bajar Otros,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por otras causas.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",Energía asignada Bajar Otros,1801
1452,Energía asignada por restricciones técnicas en tiempo real Subir SCB,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas en Base en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir SCB,1802
1453,Energía asignada por restricciones técnicas en tiempo real Bajar SCB,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas en Base en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Bajar SCB,1803
1454,Energía asignada por restricciones técnicas en tiempo real Subir SCA,"<p>El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación. Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a subir en tiempo real del proceso de solución de restricciones técnicas, de acuerdo con las limitaciones de programa establecidas por seguridad por Sobrecargas Ante Contingencia en la Red de Transporte.</p><p><b>Publicación:</b> diariamente a las 7:45 con la información del día anterior.</p>",Energía asignada TR Subir SCA,1804
